name,poi,playfield,trader sells,trader buys,required items,restock (minutes)
Smeltery (Quality),Alloy Synthesis Factory,"Asteroid Field,Orbit,Station","Erestrum ingot: 0.95-1.15,1000-3000
Gold Ingot: 0.95-1.15,1000-2000
Platinum Ingot: 0.95-1.15,1000-2000
Platinum Plate: 0.95-1.1,1000-2000
Zascosium Alloy: 0.95-1.1,1000-4000
Zascosium ingot: 0.95-1.15,1000-3000","Chemicals: 2.0-2.5,100-200
Erestrum Ore: 0.75-0.85,500-3000
Furnace: 0.5-0.75,5-10
Gold Ore: 0.75-0.88,1000-4000
Platinum Ore: 0.75-0.88,1000-3000
Zascosium Ore: 0.75-0.85,1000-4000",,240
Smuggler1,"Black Market,Smuggler Barge","Asteroid Field,Combat Site Class 2,Combat Site Class 4,
Farr Homeworld Orbit,Mining Site,Mining Site Class 1,
Mining Site Class 2,Mining Site Class 3,Mining Site Class 4,
Mining Site Class 5,Orbit,Rocky Desert,
Station,Syndicate Casino","Ancient Relics: 1.1-1.3,1-2
Energy Pulse Rifle: 1.1-1.3,0-1
Heavy Assault Rifle: 1.1-1.3,0-1","Ancient Relics: 0.8-0.9,2-4
Energy Pulse Rifle: 0.8-0.9,1-2
Heavy Assault Rifle: 0.8-0.9,1-2
Narcotics: 0.8-0.9,100-500",,60
Solaris-AMP,"Electronics Factory,Solaris-AMP Factory","Barren,Barren Moon,Crusted Lava,
Crystalline Moon,Desert,DesertBurnt,
Ice,Irradiated,MoonBarren,
MoonStarter,Ocean,Rocky Desert,
Sandy Barren Moon,Snow,Stormy Desert,
Swamp,Temperate,Varnished Barren Moon,
ZiraxHomeworld","Advanced Generator: 1.0-1.25,5-20
Dual Fuel Cell: 0.75-1.25,750-1250
Fuel Cell: 0.75-1.25,800-1500
Large Generator: 1.0-1.25,10-20
Mobile Solar Panels: 1.0-1.25,24-48
Power Coil: 1.0-1.25,40-80
Reactor Core: 1.0-1.25,5-12
Solar Cell: 1.0-1.25,100-200
Solar Panels: 1.0-1.25,24-48
Superconductor: 1.0-1.25,30-50","Computer: 0.5-0.75,450-1900
Energy Regulator: 0.5-1.0,240-1540
Hydrogen Bottle: 0.5-0.75,150-400
Neodymium ingot: 0.75-1.0,800-5600
Optical Fiber: 0.75-1.0,1000-8000
Zascosium Alloy: 0.75-1.0,400-3800","Communication Equipment x12
Graphite x450
Robotics x5
Energy Regulator x8,High-Output Capacitor x40,Power Coil x5
Xenon Bottle x50",240
Spaceport,Main Trade Hub,Orbit,"Crew (Alien): 0.25-0.5,3-10
Crew (Human): 0.25-0.5,3-10
Helium Bottle: 1.25-1.5,30-60
Large Generator: 1.0-1.5,80-160","Advanced Thrusters: 0.4-0.5,5-14
Drive Thrusters: 0.3-0.4,0-3
Large Thruster: 0.5-0.6,10-20
Medium Thrusters: 0.5-0.75,15-30
Navigation Data Report: 3.0-4.0,10-25
Small Thruster: 0.5-0.75,30-50
Warp Drive: 0.5-0.75,2-6",,60
Station Quartermaster,"Attonement Station,Bazarr of Farr,Bounty Hunter Office,
Caledon Inc. Fabrication,Civilian Hospital,Croesus Ore Headquarters,
Fire Base,Frontier Hub,Frontier Residences,
Gas Refinery,Ghyst Trade Station,Hyper City Colony,
Life-Base 15,Offices,Pirate Battlestation,
Sanctuary,Settlement,Shipyard,
Station Theta-4,Supply Station,Temple of Farr,
Trade Station,Trade Station Agate,Trade Station Amethyst,
Trade Station Eta,Trade Station Kappa,Trade Station Kimberlite,
Trade Station Lambda,Trade Station Lazuli,Trade Station Nu,
Trade Station Olivine,Trade Station Onyx,Trade Station Pharos,
Trade Station Tourmaline,Traders Commons,Trading Station,
Trading Station Iota,Waystation TP01,Waystation TP03,
Waystation Zeta,Xenu Supply Station","Alien,Arid,Arid Mesa,
AridStarter,Asteroid Field,AsteroidFieldHighSecurity,
Barren,Barren Moon,BarrenMetal,
Brooding Temperate,Desert,Desert Oasis,
DesertBurnt,Elder Barren,Farr Homeworld,
Farr Homeworld Orbit,Frozen Inferno,Glacial Ice,
Ice,Irradiated,Jungle,
Jungle Moon,Lava,LavaNascent,
Mire,MoonBarren,MoonDesert,
MoonPolarisTesting,Nascent,Ocean,
Ocean Starter,Odd Temperate Starter,Orbit,
OrbitSectorStart,Pirate Battlestation,Pummeled Desert,
Rocky Desert,Sandy Barren Moon,Snow,
SnowStory,Station,Stormy Desert,
Strange Temperate,Swamp,Swamp Starter,
Temperate,Temperate Moon,Temperate Rainforest,
TemperatePlateau,TemperateStarter,TemperateStarter2,
Trading Station,Varnished Barren Moon,Zirax Defense Checkpoint,
Zirax Homeworld Orbit,ZiraxHomeworld","Toxic Waste: 0.5-1.0,100-300","Berries: 0.5-0.75,100-200
Dual Fuel Cell: 0.5-0.75,20-100
Electronics: 0.5-0.75,150-400
Flour: 0.5-0.75,100-200
Fruit: 0.5-0.75,100-200
Hydrogen Bottle: 0.5-0.75,30-100
Meat: 0.5-0.75,30-160
Mechanical Components: 0.5-0.75,250-1000
Natural Stimulant: 0.5-0.75,100-200
Oxygen Bottle: 0.5-0.75,50-100
Plastic Tubes: 0.5-0.75,250-1000
Spice: 0.5-0.75,100-200
Vegetables: 0.5-0.75,100-200
Water container: 0.5-0.75,10-100",,240
Surveyor,"Basalt,Central Trade Station,Comm Center,
Commercial Starport,Epsilon Hangars,Fire Base,
Gas Refinery,K848 Moon Outpost,Kenex Station,
Offices,Outpost Nina,Raptor Ranch,
Sand Crawler,Waystation Zeta","Alien,Arid,Arid Mesa,
AridStarter,Asteroid Field,Barren,
Barren Moon,BarrenMetal,Brooding Temperate,
Crusted Lava,Desert,Desert Oasis,
DesertBurnt,Elder Barren,Farr Homeworld,
Farr Homeworld Orbit,Glacial Ice,Ice,
Irradiated,Jungle,Jungle Moon,
Lava,LavaNascent,Mire,
MoonBarren,MoonDesert,MoonPolarisTesting,
Nascent,Ocean,Ocean Starter,
Odd Temperate Starter,Orbit,OrbitSectorStart,
Pummeled Desert,Rocky Desert,Sandy Barren Moon,
Snow,SnowStory,Station,
Stormy Desert,Strange Temperate,Swamp,
Swamp Starter,Temperate,Temperate Moon,
Temperate Rainforest,TemperatePlateau,TemperateStarter,
TemperateStarter2,Trading Station,Tropical,
Varnished Barren Moon,ZiraxHomeworld",,"Astronomical Data: 8.0-12.5,100-150
Atmospheric Data: 8.0-12.5,100-150
Exploration Raw Data: 8.0-12.5,100-150
Geological Data: 8.0-12.5,100-150
Navigation Data Report: 8.0-12.5,100-150
Planetary Resource Data: 8.0-12.5,100-150
Space Anomalies Report: 8.0-12.5,100-150
Space Weather Forecast: 8.0-12.5,100-150
Warp Signatures Report: 8.0-12.5,100-150",,60
Suspicious Businessman,"Central Trade Station,Kenex Station,Kenex Station 62,
Temple of Farr,Trade Center,Trade Station Agate,
Trade Station Citrine,Trade Station Eta,Trade Station Kappa,
Trade Station Kimberlite,Trade Station Lazuli,Trading Station,
Trading Station Iota","Alien,Arid,Arid Mesa,
Asteroid Field,Barren,Desert,
Desert Oasis,DesertBurnt,Elder Barren,
Farr Homeworld,Farr Homeworld Orbit,Frozen Inferno,
Ice,Irradiated,Jungle,
Jungle Moon,Ocean,Ocean Starter,
Odd Temperate Starter,Orbit,Pummeled Desert,
Snow,Station,Stormy Desert,
Strange Temperate,Temperate,Temperate Rainforest,
TemperatePlateau,TemperateStarter,TemperateStarter2,
Trading Station,Tropical","Plasma Blaster Charge: 1.0-1.25,10-100","Advanced Flamethrower: 0.75-0.75,5-50
Advanced Guided Rocket Launcher: 0.5-0.5,0-5
Advanced Minigun: 0.75-0.75,5-50
Assault Shotgun: 0.5-0.5,0-5
DC-17 Heavy Laser Pistol: 0.5-0.5,0-5
Elite Assault Rifle: 0.75-0.75,5-50
Elite Combat Pistol: 0.5-0.5,0-5
Elite Submachine Gun: 0.5-0.5,0-5
Energy Pulse Rifle: 0.5-0.5,0-5
Enhanced Laser Drill: 0.5-0.5,0-5
Heavy Assault Rifle: 0.25-0.5,0-5
High-Output Plasma Cannon: 0.5-0.5,0-5
Laser Minigun: 0.5-0.5,0-5
M-77 Anti-Tank Rifle: 0.5-0.5,0-5
Plasma Blaster Charge: 0.5-0.75,5-120
Plasma Blaster: 0.5-0.75,5-20
Plasma Rifle: 0.5-0.5,0-5
Starhawk Heavy Pistol: 0.75-0.75,0-50
Tactical Stealth Rifle: 0.75-0.75,5-50
Zirax Combat Rifle: 0.75-0.75,0-50
Zirax Heavy Shotgun: 0.75-0.75,0-50
Zirax Marksman Rifle: 0.75-0.75,0-50
Zirax Particle Beam Rifle: 0.75-0.75,0-50
Zirax Rocket Launcher: 0.75-0.75,0-50",,180
Tal'on Clans,"Bazaar,Deluxe Resort,Halcyon Ruins,
Talon Fortress,Tannery,Village","Arid,AridStarter,Desert Oasis,
EdenDesertDryStarter,Ocean,SnowStarter,
Swamp,Temperate,TemperateStarter,
Tropical,White Desert","Ahax Plant - Sprout: 1.0-1.25,100-500
Akua Berry - Sprout: 1.0-1.25,100-500
Akua Sparkling Wine: 1.0-1.25,10-50
Akuan Furze - Sprout: 1.0-1.25,100-500
Alien Parts: 1.0-1.25,1-20
Alien spike lemon: 1.0-1.25,0-150
Alien thorn: 1.0-1.25,5-50
Alien tooth: 1.0-1.25,5-50
Aloe Vera - Sprout: 1.0-1.25,100-500
Ambersap Tendril - Sprout: 1.0-1.25,100-500
Anaphyllum Maxima - Sprout: 1.0-1.25,100-500
Bandages: 1.0-1.25,1-10
Bellfruit - Sprout: 1.0-1.25,100-500
Blue Pepper Sprout: 1.0-1.25,100-500
Bread: 1.0-1.25,0-20
Cereal: 1.0-1.25,0-10
Cheese: 1.0-1.25,0-20
Coffee Plant - Sprout: 1.0-1.25,100-500
Corn - Sprout: 1.0-1.25,100-500
Dino stew royal: 1.0-1.25,0-10
Firepalm Orange - Sprout: 1.0-1.25,100-500
Fruit Juice: 1.0-1.25,0-15
Herbal Tea: 1.0-1.25,100-500
Hydroponics Unit (Concrete): 1.0-1.25,5-10
Hydroponics Unit (Wood): 1.0-1.25,5-10
Large Eggplant - Sprout: 1.0-1.25,100-500
Leather: 1.0-1.5,5-10
Milk: 1.0-1.25,0-10
Mushrooms - Sprout: 1.0-1.25,100-500
Phoenix fern frond: 1.0-1.25,0-170
Pumpkin - Sprout: 1.0-1.25,100-500
Purified water: 1.0-1.25,0-12
Raw Diamond: 1.0-1.5,0-10
Space Kavae - Sprout: 1.0-1.25,100-500
Spice - Sprout: 1.0-1.25,100-500
Tomato - Sprout: 1.0-1.25,100-500
Tribal Furnishing: 1.25-2.5,5-10
Varon root: 1.0-1.25,0-50
Vegetable Juice: 1.0-1.25,0-15
Wheat - Sprout: 1.0-1.25,100-500","Akua Sparkling Wine: 0.5-0.75,10-100
Alien Parts: 0.5-0.75,10-500
Alien thorn: 0.5-0.75,100-500
Alien tooth: 0.5-0.75,100-500
Bandages: 0.5-0.75,10-20
Beer: 1.25-2.0,100-500
Bread: 0.5-0.75,20-120
Cereal: 0.5-0.75,10-80
Cheese: 0.5-0.75,10-80
Dino stew royal: 0.5-0.75,10-50
Fruit Juice: 0.5-0.75,20-50
Herbal Tea: 0.5-0.75,100-500
Hydroponics Unit (Concrete): 0.5-0.75,10-40
Hydroponics Unit (Wood): 0.5-0.75,10-40
Milk: 0.5-0.75,10-50
Purified water: 0.5-0.75,20-50
Vegetable Juice: 0.5-0.75,10-50",,60
Talon Beekeeper,"Beekeeper,Crop Field,Village","AridStarter,EdenDesertDryStarter,Jungle,
Ocean,Ocean Starter,Odd Temperate Starter,
SnowStarter,Temperate,Temperate Rainforest,
TemperatePlateau,TemperateStarter,TemperateStarter2,
Tropical","Natural Sweetener: 0.5-0.7,50-100","Fruit Juice: 1.1-1.3,10-20",,60
Talon Blacksmith,"Bazaar,Blacksmith,Halcyon Ruins,
Hyper City Colony,Village","AridStarter,BarrenMetal,Desert Oasis,
EdenDesertDryStarter,Glacial Ice,MoonDesert,
SnowStarter,Temperate,TemperateStarter,
Tropical,Varnished Barren Moon","Copper ingot: 45-60,20-80
Iron Ingot: 45-60,20-80
Neodymium ingot: 85-125,20-60
Steel plate: 0.7-0.9,200-300","Copper Ore: 30-40,20-40
Copper ingot: 20-25,40-100
Iron Ingot: 20-25,40-100
Iron Ore: 1.1-1.3,20-40
Neodymium Ore: 60-75,20-40
Neodymium ingot: 45-55,65-80
Water container: 1.1-1.3,20-40
Wood Logs: 1.1-1.3,10-20",,60
Talon Brewery,"Brewery,Headquarters,Village","Arid,Arid Mesa,AridStarter,
Desert,Desert Oasis,Farr Homeworld,
Ocean,SnowStarter,Stormy Desert,
Swamp,Temperate,TemperateStarter","Akua Sparkling Wine: 1.0-1.25,100-200
Berry Juice: 0.75-1.0,50-150
Bloody Zirax: 1.25-1.5,15-25
Fruit Juice: 0.75-1.0,50-150
Herbal Tea: 0.75-1.0,250-500
Liquors: 0.5-0.75,50-100
Vegetable Soup: 1.0-1.25,15-30","Berries: 1.0-1.25,200-600
Fruit: 1.0-1.25,300-500
Herbal Leaves: 1.0-1.25,125-350
Natural Stimulant: 1.0-1.25,150-300
Natural Sweetener: 1.0-1.25,100-150
Roots: 2.0-3.0,100-150
Spice: 1.0-1.25,200-350
Sugarcane: 2.0-2.25,100-250",,300
Talon Brewmaster,"Brewery,Village","AridStarter,Jungle,SnowStarter,
TemperateStarter","Akua Sparkling Wine: 0.8-0.9,1500-2500
Beer: 0.8-0.9,1500-2500
Liquors: 0.8-0.9,3000-5000","Natural Sweetener: 1.1-1.3,150-300
Spice: 1.1-1.3,200-300",,720
Talon Bushman,"Bazaar,Big Market,Village","Arid,Arid Mesa,AridStarter,
EdenDesertDryStarter,Jungle,Mire,
Ocean,Ocean Starter,Odd Temperate Starter,
SnowStarter,Swamp,Swamp Starter,
Temperate,Temperate Rainforest,TemperatePlateau,
TemperateStarter,TemperateStarter2,Tropical","Ahax fruit: 1.0-1.25,0-35
Biological Specimen: 1.0-1.25,10-48
Blue Pepper: 1.0-1.25,0-4
Confetti moss scrapings: 1.0-1.25,20-80
Crossbow Bolt: 1.0-1.25,60-130
Fire moss scrapings: 1.0-1.25,20-80
Opuntia cactus: 1.0-1.25,0-145
Raw Diamond: 1.0-1.25,0-6","Berry Juice: 1.0-1.0,10-30
Crossbow Bolt: 0.5-0.75,60-150
Energy Bar: 1.0-1.0,10-20",,60
Talon Carpenter,"Members Market,Workshop","Arid,Arid Mesa,AridStarter,
Desert,Desert Oasis,Farr Homeworld,
Ocean,SnowStarter,Stormy Desert,
Swamp,Temperate,TemperateStarter","Crossbow Bolt: 1.0-1.5,240-480
Hydroponics Unit (Wood): 1.5-1.75,300-600
Luxury Goods: 1.25-1.5,15-50
Repeating Crossbow: 1.0-1.25,10-15
Tribal Furnishing: 1.25-1.5,40-80
Wood Blocks: 0.75-1.0,200-400","Gold Ingot: 0.95-1.0,100-180
Iron Ingot: 0.85-1.0,250-500
Metal Scrap: 0.85-1.0,400-800
Plant fibers: 0.75-1.25,1200-1800
Wood Logs: 0.5-0.75,600-1000
Wooden Planks: 0.75-1.25,1000-2000",,100
Talon CornFarmer,"Corn Farm,Halcyon Ruins,Small Farm","AridStarter,EdenDesertDryStarter,Jungle,
Ocean,Ocean Starter,Odd Temperate Starter,
SnowStarter,Temperate,Temperate Rainforest,
TemperatePlateau,TemperateStarter,TemperateStarter2,
Tropical","Corn: 2-3,1000-5000","Fertilizer: 1.1-1.3,100-200
Nutrient solution: 1.1-1.3,3-6",,60
Talon LeatherFarmer,Leather Farm,"AridStarter,EdenDesertDryStarter,Jungle,
Ocean,Ocean Starter,Odd Temperate Starter,
SnowStarter,Temperate,Temperate Rainforest,
TemperatePlateau,TemperateStarter,TemperateStarter2,
Tropical","Leather: 0.7-0.9,25-125","Fruit: 1.1-1.3,50-100",,60
Talon Medicineman,"Big Market,Village","Arid,Arid Mesa,AridStarter,
EdenDesertDryStarter,Jungle,Mire,
Ocean,Ocean Starter,Odd Temperate Starter,
SnowStarter,Swamp,Swamp Starter,
Temperate,Temperate Rainforest,TemperatePlateau,
TemperateStarter,TemperateStarter2,Tropical","Alien spike lemon: 1.0-1.25,0-50
Anti-Radiation Ointment: 1.0-1.25,5-50
Antibiotic Ointment: 1.0-1.25,5-50
Antitoxic Ointment: 1.0-1.25,5-50
Bandages: 1.0-1.25,0-26
Opuntia cactus: 1.0-1.25,0-145
Phoenix fern frond: 1.0-1.25,0-70
Spiky mushroom: 1.0-1.25,5-30
Varon root: 1.0-1.25,0-30","Herbal Leaves: 1.0-1.0,50-80
Medicinal Growth: 1.0-1.0,10-20
Plant Protein: 1.0-1.0,50-80",,60
Talon Moonpriest,Temple of the Moon,Desert Oasis,,"Ancient Relics: 35000-55000,3-3",,180
Talon OrangeFarmer,Farm,Desert Oasis,"Fruit Juice: 0.7-0.9,15-30
Fruit: 0.7-0.9,40-60
Space Orange: 2-3,150-250","Fertilizer: 1.1-1.3,100-200
Nutrient solution: 1.1-1.3,3-6",,60
Talon Quarryman,Quarry,"Arid,AridStarter,Ocean,
SnowStarter,Swamp,Temperate,
TemperateStarter","Cement: 0.75-1.0,600-1200
Copper Ore: 1.0-1.25,100-400
Crushed Stone: 0.75-1.0,1240-2480
Graphite: 1.25-1.5,20-120
Iron Ore: 1.0-1.25,100-800
Raw Diamond: 1.25-1.5,15-30
Silicon Ore: 1.0-1.25,100-600
Stone Statues (Deco): 1.25-1.5,40-80
Stone dust: 0.75-1.0,10-15","Bandages: 0.75-1.0,100-300
Sandwich: 0.75-1.0,20-120
Wooden Planks: 0.75-1.0,200-600",,60
Talon Quartermaster1,Village,Desert Oasis,,"Fruit: 1.1-1.3,20-40
Gold Coins: 1.1-1.3,200-250
Iron Ingot: 1.1-1.3,5-10
Space Orange: 1.1-1.3,400-600
Wood Logs: 1.1-1.3,80-120",,60
Talon Stonemason,"Bazaar,Big Market,Stonemason,
Village,Workshop","Arid,Arid Mesa,AridStarter,
Desert Oasis,EdenDesertDryStarter,Ocean,
Ocean Starter,SnowStarter,TemperateStarter,
Tropical","Concrete Blocks: 0.5-0.7,400-1000
Stone Statues (Deco): 0.5-0.7,10-30","Cement: 1.1-1.3,750-1500
Crushed Stone: 1.1-1.3,1000-10000
Wood Logs: 1.1-1.3,25-50",,60
Talon SugarFarmer,Sugarcane Farm,"AridStarter,EdenDesertDryStarter,Jungle,
Ocean,Ocean Starter,Odd Temperate Starter,
SnowStarter,Temperate,Temperate Rainforest,
TemperatePlateau,TemperateStarter,TemperateStarter2,
Tropical","Sugarcane: 2-3,100-200","Fertilizer: 1.1-1.3,100-200
Nutrient solution: 1.1-1.3,3-6",,60
Talon Sunpriest,Temple of the Sun,Desert Oasis,,"Ancient Relics: 35000-55000,3-3",,180
Talon Trapper,"Big Market,Hut,Village","Arid,Arid Mesa,AridStarter,
EdenDesertDryStarter,Jungle,Mire,
Ocean,Ocean Starter,Odd Temperate Starter,
SnowStarter,Swamp,Swamp Starter,
Temperate,Temperate Rainforest,TemperatePlateau,
TemperateStarter,TemperateStarter2,Tropical","Alien thorn: 1.0-1.25,5-30
Crossbow Bolt: 1.0-1.25,60-130
Egg: 1.0-1.25,5-30
Leather: 1.0-1.25,1-8
Meat: 1.0-1.25,20-60
Repeating Crossbow: 1.0-1.25,0-5
Salami: 1.0-1.25,5-10","Alien Parts: 1.0-1.0,50-80
Alien tooth: 1.0-1.0,70-100
Beer: 2.0-2.5,1-3
Crossbow Bolt: 0.5-0.75,60-150
Repeating Crossbow: 0.5-0.75,1-7",,60
Thermal Interactions Ltd,Thermal Interactions Ltd,"Barren,Barren Moon,Desert,
DesertBurnt,Ice,Irradiated,
MoonBarren,MoonStarter,Ocean,
Sandy Barren Moon,Snow,Stormy Desert,
Swamp,Temperate,Varnished Barren Moon","Biofuel: 1.0-1.25,2000-4000
Coolant: 1.0-1.25,50-120
Erestrum Gel: 1.0-1.25,300-500
Heat Exchanger: 1.0-1.25,100-200
Large Heat Sink: 0.85-1.0,200-400
Radiation Shielding: 1.0-1.25,100-200
Small Heat Sink: 0.85-1.0,500-1500
Zascosium Alloy: 1.0-1.25,175-450","Aluminium Powder: 0.75-1.0,650-4300
Furnace: 0.75-1.0,10-25
Graphite: 0.75-1.0,1400-2800
Ice Chunks: 0.75-1.0,600-1200
Nitrogen Bottle: 1.5-2.0,450-900
Salt: 0.95-1.1,400-800
Titanium Plates: 1.0-1.05,2500-8000","Aluminium Foil x100
Gold Ingot x25
Science Equipment x4
Helium Bottle x50
Titanium Ingot x750",240
Titanium Trader,Frigate (Mining Titanium),"Asteroid Field,Orbit","Titanium Ore: 0.7-0.9,750-1500","Drill Charge: 1.1-1.3,50-200
Drill Module - Laser: 1.1-1.2,1-2
Laser Drill: 1.3-1.6,3-5
Tool Turrets: 1.1-1.2,1-3",,120
Totally Overpowered,"Central Trade Station,Croesus Ore Headquarters,Outpost,
Rusty Barrel,Sigma Outpost,Trade Station Eta,
Trade Station Kimberlite,Trade Station Lambda,Trade Station Onyx,
Trade Station Rho,Traders Commons,Trading Station,
Waystation TS04","Alien,Arid,AridStarter,
Asteroid Field,Barren,BarrenMetal,
Desert,DesertBurnt,Elder Barren,
Farr Homeworld Orbit,Frozen Inferno,Glacial Ice,
Ice,Irradiated,Jungle,
Jungle Moon,Lava,LavaNascent,
MoonDesert,Ocean,Ocean Starter,
Odd Temperate Starter,Orbit,Pummeled Desert,
Rocky Desert,Snow,Station,
Stormy Desert,Strange Temperate,Swamp,
Temperate,Temperate Rainforest,TemperatePlateau,
TemperateStarter,TemperateStarter2,Trading Station,
Varnished Barren Moon","Adrenaline shot: 1.0-1.25,0-10
Akua Sparkling Wine: 1.0-1.25,10-50
Beer: 1.0-1.25,50-150
Bloody Zirax: 1.0-1.25,10-50
Crew (Alien): 0.25-0.5,1-5
Crew (Human): 0.25-0.5,1-5
Dirty Legacy: 1.0-1.25,10-50
Energy Bar: 1.0-1.25,10-50
Energy Drink: 1.0-1.25,10-50
Energy pills: 1.0-1.25,10-20
Fruit Juice: 1.0-1.25,30-50
Liquors: 1.0-1.5,10-50
Promethium Blue: 1.0-1.25,10-50
Purified water: 1.0-1.25,20-50
Rum & Coke: 1.0-1.25,10-50","Adrenaline shot: 0.5-0.75,10-50
Akua Sparkling Wine: 0.5-0.75,10-150
Energy Bar: 0.5-0.75,20-60
Energy Drink: 0.5-0.75,20-120
Energy pills: 0.5-0.75,10-80
Fruit Juice: 0.5-0.75,10-300
Purified water: 0.5-0.75,10-100",,60
Totally Overpowered Brewery,TOP Brewery,"Barren Moon,Crusted Lava,Desert,
DesertBurnt,Ice,Lava,
Sandy Barren Moon,Stormy Desert,Temperate,
Varnished Barren Moon","Beer: 0.75-1.0,500-1500
Dirty Legacy: 1.25-1.5,15-25
Eleon Special: 1.25-1.5,250-500
Liquors: 0.5-0.75,250-650
Promethium Blue: 1.25-1.5,15-30","Grain: 0.75-0.85,500-1000
Herbal Leaves: 0.5-0.75,125-350
Hops: 1.0-1.25,300-600
Natural Stimulant: 0.5-0.75,150-500
Natural Sweetener: 0.5-0.75,100-250
Roots: 2.0-4.0,100-350
Spice: 0.5-0.75,200-550","Exploration Raw Data
Sugarcane x500
Hops x350
Plastic Tubes x50,Aluminium Foil x75,Titanium Plates x100,Copper ingot x150
Computer x40,Advanced Electronics x40,Optronics",240
Toxic Waste,Waste Treatment Plant,"Barren Moon,Desert,Desert Moon,
Ice,Ice Moon,LavaNascent,
Legacy,Methane,Methane Moon,
Nascent,Plasma,Snow,
ZiraxHomeworldMoon","Water container: 0.7-0.9,5000-5000","Toxic Waste: 1.1-1.2,25000-25000",,180
Trader Guild Security Chief,Bounty Hunter Office,Trading Station,,"Insignia (Bounty): 1-1,5000-5000
Insignia (Bounty): 1-1,5000-5000
Insignia (Bounty): 1-1,5000-5000
Insignia (Bounty): 1-1,5000-5000
Insignia (Bounty): 1-1,5000-5000
Insignia of Captain Xorchek (Bounty): 1-1,5000-5000
Insignia of Faeru Leksha (Bounty): 1-1,5000-5000
Insignia of The Three Angels (Bounty): 1-1,5000-5000
Insignia of The Trapper (Bounty): 1-1,5000-5000
Insignia of Xor (Bounty): 1-1,5000-5000",,60
TraderDefault,"Distribution Center,Distribution Headquarters,Drydock,
Syndicate Casino,Syndicate Lookout,Syndicate Outpost,
Syndicate Waystation,Zirax Cloning Facility","Asteroid Field,Glacial Ice,Metallic Moon,
Orbit,Station,Strange Temperate,
Syndicate Casino,Temperate Moon,Trading Station,
Zirax Defense Checkpoint","Canned meat: 222-333,3-5
Canned vegetables: 100-150,3-5","Canned meat: 178-222,55-150
Canned vegetables: 85-150,55-150",,60
Treiaz Mining Company,"Asteroid Mining Hub,Gold refinery,Headquarters,
Mining Hub,Small Smelter,Trade Station","Arid,Arid Mesa,AridStarter,
Asteroid Field,Desert,Desert Oasis,
Elder Barren,Farr Homeworld,Ice,
Irradiated,LavaNascent,Mire,
MoonPolarisTesting,Odd Temperate Starter,Orbit,
Pummeled Desert,Sandy Barren Moon,SnowStarter,
Stormy Desert,TemperateStarter,TemperateStarter2,
Trading Station","Cobalt Ore: 1.0-1.25,200-700
Copper Ore: 1.0-1.25,500-1250
Graphite: 1.25-1.5,50-130
Iron Ore: 1.0-1.25,500-1700
Promethium Ore: 1.0-1.25,50-450
Raw Diamond: 1.25-1.5,10-30
Silicon Ore: 1.0-1.25,500-1550
Titanium Ore: 1.0-1.25,200-1000","Auto Miner Core: 1.0-1.25,10-25
Crew (Alien): 0.12-0.25,10-25
Crew (Human): 0.12-0.25,10-25
Mechanical Drill: 1.0-1.25,10-50
Ore Scanner: 1.0-1.25,10-50
Radiation Shielding Booster: 1.0-1.25,10-50",,60
UCH Quartermaster,"UCH Research Vessel,UCHN Artemis,UCHN Discovery,
UCHN Explorer,UCHN Odyssey,UCHN Pathfinder","Hades Orbit,Orbit,Space,
UCH Research Vessel","Data Pad: 3.5-4.5,0-3
Human Guard: 1.1-1.5,1-3
Navigational Data: 7-10,0-1
Project Eden (Poster): 4-6,0-2
Seasonal Decoration: 1.1-1.3,25-50
Seasonal Headwear: 1.1-1.3,25-50
United Council of Humanity (Poster): 4-6,0-2","Data Pad: 0.8-1.2,3-8
Exploration Data: 0.9-1.1,2-5
Insignia of Xenu Captain (Bounty): 1-1,5000-5000
Navigational Data: 0.8-1.2,3-8
Project Eden (Poster): 0.3-0.4,5-10
Schematic-Abyssal Armor Upgrades: 1.1-1.3,5-25
Seasonal Decoration: 0.4-0.5,75-100
Seasonal Headwear: 0.4-0.5,75-100
Technical Artifact: 1.1-1.3,25000-25000
United Council of Humanity (Poster): 0.3-0.4,5-10",,180
Unsanctioned Goods,"Bounty Hunter Office,Distribution Center,Gas Refinery,
Resupply station,Supply Station,Trading Station","Asteroid Field,Farr Homeworld Orbit,Orbit,
Station,Trading Station,Zirax Defense Checkpoint,
Zirax Homeworld Orbit","Ancient Relics: 2.0-2.25,50-100
Raw Diamond: 1.5-1.75,20-50","Narcotics: 2.25-3.25,50-80
Space Weather Forecast: 2.5-4.0,100-150
Technical Artifact: 2.5-3.25,100-500
Tribal Furnishing: 1.75-3.0,50-100
Warp Signatures Report: 3.5-5.0,100-150
Weapon Signatures Report: 2.5-4.5,100-150
Work Shift Data: 2.5-3.5,100-150",,240
